1517854279 0 0 0 0 1 0
1517857463 0 1 0 0 1 0
1517858700 0 2 0 0 1 0
1517858733 0 3 0 0 1 0
1517858885 0 4 0 0 1 0
1517865701 0 5 0 0 1 0
1517888613 0 6 0 0 1 0
1517889052 0 7 0 0 1 0
1517889144 0 8 0 0 1 0
1517896489 0 9 0 0 1 0
1517897374 0 10 0 0 1 0
1518674357 0 10 0 0 2 0
1518675236 0 11 0 0 2 0
1518675269 0 12 0 0 2 0
1518675313 0 12 0 0 3 0
1518675962 0 13 0 0 3 0
1518676079 0 14 0 0 3 0
1518676127 0 15 0 0 3 0
1518676309 0 16 0 0 3 0
1518676365 0 17 0 0 3 0
1518676442 0 18 0 0 3 0
1518678289 0 18 0 0 4 0
1518679815 0 19 0 0 4 0
1518679836 0 20 0 0 4 0
1518680562 0 21 0 0 4 0
1518680707 0 22 0 0 4 0
1518682784 0 23 0 0 4 0
1518683989 0 24 0 0 4 0
1518684167 0 25 0 0 4 0
1518684346 0 26 0 0 4 0
1518774888 0 27 0 0 4 0
1523467594 0 28 0 0 4 0
1523468118 0 29 0 0 4 0
1523468269 0 30 0 0 4 0
1523470744 0 31 0 0 4 0
1523471241 0 32 0 0 4 0
1523471844 0 33 0 0 4 0
1523473553 0 34 0 0 4 0
1524678771 0 35 0 0 4 0
1524678945 0 35 1 0 4 0
1524678967 0 35 2 0 4 0
1524679063 0 35 3 0 4 0
1524680429 0 35 4 0 4 0
1524680904 0 36 4 0 4 0
1524682294 0 36 5 0 4 0
1524726000 0 37 5 0 4 0
1524728071 0 38 5 0 4 0
1524728298 0 39 5 0 4 0
1524728984 0 40 5 0 4 0
1524729279 0 41 5 0 4 0
1525277330 0 42 5 0 4 0
1525277588 0 42 6 0 4 0
1525277641 0 42 7 0 4 0
1525280583 0 43 7 0 4 0
1525280609 0 44 7 0 4 0
1525281451 0 45 7 0 4 0
1525282094 0 46 7 0 4 0
1525776096 0 46 8 0 4 0
1526014618 0 47 8 0 4 0
1526014644 0 48 8 0 4 0
1526015522 0 49 8 0 4 0
1526016392 0 50 8 0 4 0
1526016740 0 51 8 0 4 0
1526017255 0 52 8 0 4 0
1526017976 0 53 8 0 4 0
1526046767 0 53 9 0 4 0
1526286548 0 54 9 0 4 0
1526287003 0 54 10 0 4 0
1526287015 0 54 11 0 4 0
1527601956 0 55 11 0 4 0
1527601991 0 56 11 0 4 0
1527602107 0 57 11 0 4 0
1528094268 0 57 12 0 4 0
1528094335 0 58 12 0 4 0
1528094496 0 59 12 0 4 0
1528094844 0 60 12 0 4 0
1528098317 0 60 13 0 4 0
1528134289 0 61 13 0 4 0
1528134315 0 62 13 0 4 0
1529483776 0 62 14 0 4 0
1529483866 0 62 15 0 4 0
1540893903 0 63 15 0 4 0
1540893946 0 64 15 0 4 0
1541605693 1 64 15 0 4 0
1541613671 1 64 15 1 4 0
1541623631 2 64 15 1 4 0
1541623990 3 64 15 1 4 0
1541629001 4 64 15 1 4 0
1541697212 5 64 15 1 4 0
1541697279 6 64 15 1 4 0
1541697558 7 64 15 1 4 0
1541699851 8 64 15 1 4 0
1541703578 9 64 15 1 4 0
1541716062 10 64 15 1 4 0
1541887339 10 64 15 2 4 0
1541923365 11 64 15 2 4 0
1541923791 12 64 15 2 4 0
1542148382 13 64 15 2 4 0
1542149051 14 64 15 2 4 0
1542149929 15 64 15 2 4 0
1542150071 16 64 15 2 4 0
1542360442 16 64 15 3 4 0
1542360577 16 64 15 4 4 0
1542360732 16 64 15 5 4 0
1542745979 16 64 15 6 4 0
1542804736 16 64 15 7 4 0
1549554211 17 64 15 7 4 0
1549554225 18 64 15 7 4 0
1549561178 19 64 15 7 4 0
1549564069 20 64 15 7 4 0
1549569621 21 64 15 7 4 0
1549734098 22 64 15 7 4 0
1549741076 23 64 15 7 4 0
1549747164 24 64 15 7 4 0
1549750964 25 64 15 7 4 0
1549753907 26 64 15 7 4 0
1549792814 27 64 15 7 4 0
1549793514 28 64 15 7 4 0
1549801889 29 64 15 7 4 0
1549840480 30 64 15 7 4 0
1549841551 31 64 15 7 4 0
1549884545 32 64 15 7 4 0
1549890012 33 64 15 7 4 0
1549894357 34 64 15 7 4 0
1549899336 35 64 15 7 4 0
1549901228 36 64 15 7 4 0
1549902275 37 64 15 7 4 0
1549908471 38 64 15 7 4 0
1549987055 39 64 15 7 4 0
1549987283 40 64 15 7 4 0
1549997743 41 64 15 7 4 0
1550055576 42 64 15 7 4 0
1550057142 43 64 15 7 4 0
1550062275 44 64 15 7 4 0
1550079969 45 64 15 7 4 0
1550089485 46 64 15 7 4 0
1550140683 47 64 15 7 4 0
1550145965 48 64 15 7 4 0
1550146811 49 64 15 7 4 0
1550148268 50 64 15 7 4 0
1550148320 51 64 15 7 4 0
1551020920 52 64 15 7 4 0
1551285145 53 64 15 7 4 0
1551350130 54 64 15 7 4 0
1551608847 55 64 15 7 4 0
1551613365 56 64 15 7 4 0
1551613901 57 64 15 7 4 0
1551614326 58 64 15 7 4 0
1551621824 58 65 15 7 4 0
1551709388 59 65 15 7 4 0
1551710574 59 66 15 7 4 0
1551710595 59 67 15 7 4 0
1551711179 59 67 15 7 5 0
1551721431 60 67 15 7 5 0
1551730061 60 68 15 7 5 0
1551730073 60 69 15 7 5 0
1551733248 60 69 15 7 5 1
1551734459 61 69 15 7 5 1
1551799171 62 69 15 7 5 1
1551801637 63 69 15 7 5 1
1551802061 63 69 15 7 5 2
1551802192 64 69 15 7 5 2
1551812671 65 69 15 7 5 2
1551812845 66 69 15 7 5 2
1551814988 67 69 15 7 5 2
1551815036 68 69 15 7 5 2
1551815777 69 69 15 7 5 2
1551815922 69 69 16 7 5 2
