1511452324 1 0 0 0
1511459228 4 0 0 0
1511460246 5 0 0 0
1511460313 6 0 0 0
1511460344 7 0 0 0
1511460391 8 0 0 0
1511460407 9 0 0 0
1511460475 10 0 0 0
1511460529 11 0 0 0
1511460544 12 0 0 0
1511460607 13 0 0 0
1511460910 14 0 0 0
1511460959 15 0 0 0
1511463154 16 0 0 0
1511463285 17 0 0 0
1512056929 18 0 0 0
1512338040 18 0 0 1
1512339442 18 0 0 2
1512404044 22 0 1 2
1512405023 22 1 1 2
1512405101 22 2 1 2
1512852010 23 2 1 2
1512852091 24 2 1 2
1512864641 25 2 1 2
1512866688 26 2 1 2
1512868553 27 2 1 2
1512868582 28 2 1 2
1512868687 29 2 1 2
1512868725 30 2 1 2
1512868932 31 2 1 2
1512869084 32 2 1 2
1512869173 33 2 1 2
1512869257 34 2 1 2
1512932185 35 2 1 2
1512932201 36 2 1 2
1512932255 37 2 1 2
1513023705 37 2 2 2
1513024222 38 2 3 2
1513029239 40 2 4 2
1513094732 41 2 4 2
1513108078 41 2 5 2
1513157076 42 2 5 2
1513157381 43 2 5 2
1513157555 44 2 5 2
1513157805 45 2 5 2
1513158495 46 2 5 2
1513193361 47 2 5 2
1513292935 48 2 5 2
1513455158 49 2 5 2
1513533713 50 2 5 2
1513618578 50 2 6 2
1513618666 50 2 7 2
1513620796 51 2 7 2
1513633411 52 2 7 2
1513701152 53 2 7 2
1513701731 53 2 8 2
1513707105 54 2 8 2
1513708082 55 2 8 2
1513708268 56 2 8 2
1513709729 57 2 8 2
1513721006 58 2 8 2
1513767609 58 2 9 2
1513862282 58 3 9 2
1513869234 58 4 9 2
1513870371 59 4 9 2
1513870519 60 4 9 2
1513870557 61 4 9 2
1513870636 62 4 9 2
1513879154 62 5 9 2
1513879527 65 5 9 2
1513879600 66 5 9 2
1513879797 67 5 9 2
1513879817 68 5 9 2
1513879973 69 5 9 2
1514331109 70 5 9 2
1514381759 71 5 9 2
1514381765 72 5 9 2
1514391675 73 5 9 2
1514407432 74 5 9 2
1514410176 75 5 9 2
1514410527 76 5 9 2
1514412177 77 5 9 2
1514412479 78 5 9 2
1514413400 79 5 9 2
1514413558 80 5 9 2
1514414662 81 5 9 2
1514415780 82 5 9 2
1514417600 83 5 9 2
1514460015 84 5 9 2
1514460280 85 5 9 2
1514494165 86 5 9 2
1514494780 87 5 9 2
1514494873 88 5 9 2
1514495133 89 5 9 2
1514499436 90 5 9 2
1514504702 91 5 9 2
1514534102 92 5 9 2
1514535610 93 5 9 2
1514708927 94 5 9 2
1514753983 95 5 9 2
1514804936 96 5 9 2
1514820846 97 5 9 2
1514827787 98 5 9 2
1514835848 99 5 9 2
1514879848 100 5 9 2
1514904100 101 5 9 2
1514938540 102 5 9 2
1515001766 103 5 9 2
1515020168 104 5 9 2
1515087791 104 6 9 2
1515088116 104 7 9 2
1515094180 105 7 9 2
1515098283 106 7 9 2
1515100590 107 7 9 2
1515101929 108 7 9 2
1515102749 109 7 9 2
1515113754 110 7 9 2
1515114683 111 7 9 2
1515116113 112 7 9 2
1515117356 113 7 9 2
1515117431 114 7 9 2
1515117496 115 7 9 2
1515117593 116 7 9 2
1515117628 117 7 9 2
1515117661 118 7 9 2
1515117742 119 7 9 2
1515119902 120 7 9 2
1515119908 121 7 9 2
1515336778 121 8 9 2
1515337108 121 9 9 2
1515337328 121 10 9 2
1515337502 121 11 9 2
1515337525 121 12 9 2
1515760912 122 12 9 2
1515761143 123 12 9 2
1515761220 124 12 9 2
1515867899 125 12 9 2
1515867985 126 12 9 2
1516256851 127 12 9 2
1516261808 128 13 9 2
1516266959 128 14 9 2
1518523434 129 14 9 2
1518524470 130 14 9 2
1518539039 131 14 9 2
1518539616 132 14 9 2
1518549757 133 14 9 2
