1511452324 1922 0 0 0
1511459228 2127 0 0 0
1511460246 29427 0 0 0
1511460313 35957 0 0 0
1511460344 35957 0 0 0
1511460391 35957 0 0 0
1511460407 35957 0 0 0
1511460475 35988 0 0 0
1511460529 36006 0 0 0
1511460544 36006 0 0 0
1511460607 36010 0 0 0
1511460910 36019 0 0 0
1511460959 36019 0 0 0
1511463154 36019 0 0 0
1511463285 36019 0 0 0
1512056929 36092 0 0 0
1512338040 36092 0 0 22
1512339442 36092 0 0 31
1512404044 37159 0 0 31
1512405023 37159 0 0 31
1512405101 37159 0 0 31
1512852010 38246 0 0 31
1512852091 38522 0 0 31
1512864641 38778 0 0 31
1512866688 38778 0 0 31
1512868553 39312 0 0 31
1512868582 39506 0 0 31
1512868687 39537 0 0 31
1512868725 41172 0 0 31
1512868932 41172 0 0 31
1512869084 41466 0 0 31
1512869173 41466 0 0 31
1512869257 41466 0 0 31
1512932185 41772 0 0 31
1512932201 41772 0 0 31
1512932255 41773 0 0 31
1513023705 41773 0 58 31
1513024222 41942 0 63 31
1513029239 41943 0 112 31
1513094732 42363 0 112 31
1513108078 42363 0 394 31
1513157076 54180 0 394 31
1513157381 54180 0 394 31
1513157555 54185 0 394 31
1513157805 54186 0 394 31
1513158495 54218 0 394 31
1513193361 55249 0 394 31
1513292935 59052 0 394 31
1513455158 59849 0 394 31
1513533713 59850 0 394 31
1513618578 59850 0 767 31
1513618666 59850 0 777 31
1513620796 60743 0 777 31
1513633411 61196 0 777 31
1513701152 62226 0 777 31
1513701731 62226 0 1843 31
1513707105 63790 0 1843 31
1513708082 63942 0 1843 31
1513708268 64414 0 1843 31
1513709729 64593 0 1843 31
1513721006 87514 0 1843 31
1513767609 87514 0 2824 31
1513862282 87514 4 2824 31
1513869234 87514 5 2824 31
1513870371 90820 5 2824 31
1513870519 90820 5 2824 31
1513870557 90820 5 2824 31
1513870636 90820 5 2824 31
1513879154 90820 5 2824 31
1513879527 90821 5 2824 31
1513879600 90821 5 2824 31
1513879797 90821 5 2824 31
1513879817 90833 5 2824 31
1513879973 91656 5 2824 31
1514331109 93064 5 2824 31
1514381759 93172 5 2824 31
1514381765 93172 5 2824 31
1514391675 94294 5 2824 31
1514407432 94295 5 2824 31
1514410176 94295 5 2824 31
1514410527 94320 5 2824 31
1514412177 166166 5 2824 31
1514412479 166193 5 2824 31
1514413400 166193 5 2824 31
1514413558 166194 5 2824 31
1514414662 166194 5 2824 31
1514415780 166321 5 2824 31
1514417600 166327 5 2824 31
1514460015 166332 5 2824 31
1514460280 166445 5 2824 31
1514494165 166489 5 2824 31
1514494780 166489 5 2824 31
1514494873 166823 5 2824 31
1514495133 166823 5 2824 31
1514499436 166931 5 2824 31
1514504702 166946 5 2824 31
1514534102 166955 5 2824 31
1514535610 166955 5 2824 31
1514708927 167666 5 2824 31
1514753983 168026 5 2824 31
1514804936 168031 5 2824 31
1514820846 168036 5 2824 31
1514827787 168203 5 2824 31
1514835848 168204 5 2824 31
1514879848 168912 5 2824 31
1514904100 169432 5 2824 31
1514938540 169949 5 2824 31
1515001766 169954 5 2824 31
1515020168 170011 5 2824 31
1515087791 170011 8 2824 31
1515088116 170011 10 2824 31
1515094180 170011 10 2824 31
1515098283 170016 10 2824 31
1515100590 174161 10 2824 31
1515101929 174168 10 2824 31
1515102749 292584 10 2824 31
1515113754 294008 10 2824 31
1515114683 294009 10 2824 31
1515116113 295030 10 2824 31
1515117356 295035 10 2824 31
1515117431 295039 10 2824 31
1515117496 295043 10 2824 31
1515117593 295044 10 2824 31
1515117628 295045 10 2824 31
1515117661 295049 10 2824 31
1515117742 295049 10 2824 31
1515119902 295049 10 2824 31
1515119908 295049 10 2824 31
1515336778 295049 10 2824 31
1515337108 295049 10 2824 31
1515337328 295049 10 2824 31
1515337502 295049 10 2824 31
1515337525 295049 10 2824 31
1515760912 297128 10 2824 31
1515761143 297128 10 2824 31
1515761220 297129 10 2824 31
1515867899 297365 10 2824 31
1515867985 297365 10 2824 31
1516256851 298824 10 2824 31
1516261808 298824 10 2824 31
1516266959 298824 11 2824 31
1518523434 298825 11 2824 31
1518524470 298825 11 2824 31
1518539039 298944 11 2824 31
1518539616 298949 11 2824 31
1518549757 298954 11 2824 31
